Make,Model,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Consumption_in_City,Fuel_Consumption_in_City_Hwy,Fuel_Consumption_comb,CO2_Emissions,CO2_Level
Ford,Mustang,Subcompact,2.3,4,M6,11.4,8.1,9.9,233,normal
Ford,Mustang (High Performance),Subcompact,2.3,4,M6,11.9,8.7,10.5,246,normal
Ford,Mustang,Subcompact,5.0,8,AS10,15.3,9.8,12.8,300,high
Ford,Mustang,Subcompact,5.0,8,M6,16.2,10.0,13.4,314,high
Ford,Mustang Convertible,Subcompact,2.3,4,A10,12.0,8.5,10.4,244,normal
Ford,Mustang Convertible,Subcompact,2.3,4,AS10,11.9,8.4,10.3,241,normal
Ford,Mustang Convertible (High Performance),Subcompact,2.3,4,AS10,12.1,8.9,10.7,251,normal
Ford,Mustang Convertible,Subcompact,2.3,4,M6,11.8,8.6,10.4,244,normal
Ford,Mustang Convertible (High Performance),Subcompact,2.3,4,M6,12.4,9.3,11.0,258,high
Ford,Mustang Convertible,Subcompact,5.0,8,AS10,15.8,10.4,13.3,312,high
Ford,Mustang Mach 1,Subcompact,5.0,8,AS10,15.3,10.1,12.9,303,high
Ford,Mustang Mach 1,Subcompact,5.0,8,M6,16.6,10.5,13.9,325,high
Ford,Ranger 4WD,Pickup truck: Standard,2.3,4,AS10,11.8,9.8,10.9,256,high
Ford,Ranger 4WD Tremor,Pickup truck: Standard,2.3,4,AS10,12.1,12.3,12.2,287,high
Ford,Shelby GT500 Mustang,Subcompact,5.2,8,AM7,19.9,12.8,16.7,393,high
Ford,T-150 Wagon FFV,Van: Passenger,3.5,6,AS10,16.2,12.4,14.5,341,high
Ford,T-150 Wagon FFV,Van: Passenger,3.5,6,AS10,21.6,16.4,19.3,321,high
Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6,AS10,16.8,13.0,15.1,354,high
Ford,T-150 Wagon FFV 4WD,Van: Passenger,3.5,6,AS10,22.3,17.0,19.9,331,high
Ford,Transit Connect Van,Special purpose vehicle,2.0,4,AS8,9.8,8.8,9.3,217,normal
Ford,Transit Connect Van FFV,Special purpose vehicle,2.0,4,AS8,9.8,8.8,9.3,217,normal
Ford,Transit Connect Van FFV,Special purpose vehicle,2.0,4,AS8,13.3,11.8,12.6,209,normal
Ford,Transit Connect Van,Special purpose vehicle,2.5,4,AS6,12.0,8.8,10.6,247,normal
Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.0,4,AS8,9.9,8.2,9.2,214,normal
Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.0,4,AS8,9.9,8.2,9.2,214,normal
Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.0,4,AS8,13.7,11.1,12.5,208,normal
Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.5,4,AS6,12.1,9.0,10.7,251,normal
Genesis,G70,Compact,2.0,4,M6,12.8,8.5,10.9,255,high
Genesis,G70 AWD,Compact,2.0,4,AS8,11.4,8.5,10.1,236,normal
Genesis,G70 AWD,Compact,3.3,6,AS8,14.1,9.5,12.0,284,high
Genesis,G80 AWD,Full-size,2.5,4,AS8,10.8,7.9,9.5,225,normal
Genesis,G80 AWD,Full-size,3.5,6,AS8,12.9,9.0,11.2,262,high
Genesis,G90 AWD,Full-size,5.0,8,AS8,15.0,10.1,12.8,303,high
Genesis,GV80 AWD,SUV: Standard,2.5,4,AS8,11.3,9.5,10.5,248,normal
Genesis,GV80 AWD,SUV: Standard,3.5,6,AS8,12.9,10.4,11.8,279,high
GMC,Acadia,SUV: Standard,2.0,4,A9,10.6,8.0,9.4,221,normal
GMC,Acadia,SUV: Standard,2.5,4,A9,11.3,8.9,10.2,238,normal
GMC,Acadia,SUV: Standard,3.6,6,A9,12.2,8.8,10.7,250,normal
GMC,Acadia AWD,SUV: Standard,2.0,4,A9,10.6,8.7,9.7,227,normal
GMC,Acadia AWD,SUV: Standard,3.6,6,A9,12.5,9.0,10.9,256,high
GMC,Canyon,Pickup truck: Small,2.5,4,A6,12.2,9.4,10.9,257,high
GMC,Canyon,Pickup truck: Small,2.8,4,A6,11.8,7.9,10.1,294,high
GMC,Canyon,Pickup truck: Small,3.6,6,A8,12.9,9.3,11.3,263,high
GMC,Canyon 4WD,Pickup truck: Small,2.5,4,A6,12.7,9.9,11.4,268,high
GMC,Canyon 4WD,Pickup truck: Small,2.8,4,A6,12.2,8.4,10.5,294,high
GMC,Canyon 4WD,Pickup truck: Small,3.6,6,A8,14.9,10.9,13.1,306,high
GMC,Sierra,Pickup truck: Standard,2.7,4,A8,11.9,10.3,11.2,263,high
GMC,Sierra WT,Pickup truck: Standard,2.7,4,A8,11.9,10.3,11.2,263,high
GMC,Sierra,Pickup truck: Standard,3.0,6,A10,10.2,7.8,9.1,245,normal
GMC,Sierra,Pickup truck: Standard,4.3,6,A6,15.1,11.5,13.5,318,high
GMC,Sierra,Pickup truck: Standard,5.3,8,A6,15.8,11.4,13.8,325,high
GMC,Sierra (Without AFM),Pickup truck: Standard,5.3,8,A6,16.7,11.4,14.3,336,high
GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,16.2,12.3,14.5,340,high
GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,21.5,16.0,19.0,315,high
GMC,Sierra,Pickup truck: Standard,5.3,8,A8,14.0,10.1,12.3,288,high
GMC,Sierra (Without DFM),Pickup truck: Standard,5.3,8,A8,16.0,10.9,13.7,321,high
GMC,Sierra 4WD,Pickup truck: Standard,2.7,4,A8,13.0,11.4,12.3,288,high
GMC,Sierra 4WD WT,Pickup truck: Standard,2.7,4,A8,13.3,11.8,12.6,295,high
GMC,Sierra 4WD,Pickup truck: Standard,3.0,6,A10,10.6,9.2,10.0,268,high
GMC,Sierra 4WD AT4,Pickup truck: Standard,3.0,6,A10,10.6,9.2,10.0,268,high
GMC,Sierra 4WD,Pickup truck: Standard,4.3,6,A6,15.8,11.9,14.0,329,high
GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A6,16.0,11.8,14.1,331,high
GMC,Sierra 4WD (Without AFM),Pickup truck: Standard,5.3,8,A6,17.3,11.8,14.8,348,high
GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,16.5,12.8,14.8,347,high
GMC,Sierra 4WD FFV,Pickup truck: Standard,5.3,8,A6,22.0,16.4,19.5,326,high
GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A6,16.7,13.1,15.1,355,high
GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A8,15.2,11.1,13.3,313,high
GMC,Sierra 4WD (Without DFM),Pickup truck: Standard,5.3,8,A8,17.4,11.7,14.8,349,high
GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A8,15.2,11.1,13.3,312,high
GMC,Sierra 4WD AT4 (Without DFM),Pickup truck: Standard,5.3,8,A8,17.4,11.7,14.8,348,high
GMC,Sierra 4WD,Pickup truck: Standard,5.3,8,A10,14.3,10.7,12.7,298,high
GMC,Sierra 4WD (Without Stop-Start),Pickup truck: Standard,5.3,8,A10,15.3,11.0,13.3,313,high
GMC,Sierra 4WD AT4,Pickup truck: Standard,5.3,8,A10,14.7,11.2,13.1,307,high
GMC,Sierra 4WD AT4 (Without Stop-Start),Pickup truck: Standard,5.3,8,A10,15.6,11.4,13.7,321,high
GMC,Sierra 4WD,Pickup truck: Standard,6.2,8,A10,15.1,11.5,13.5,316,high
GMC,Sierra 4WD (Without Stop-Start),Pickup truck: Standard,6.2,8,A10,16.2,12.0,14.3,335,high
GMC,Sierra 4WD AT4,Pickup truck: Standard,6.2,8,A10,15.7,12.4,14.2,332,high
GMC,Sierra 4WD AT4 (Without Stop-Start),Pickup truck: Standard,6.2,8,A10,16.8,12.7,15.0,352,high
GMC,Terrain,SUV: Small,1.5,4,A9,9.2,7.8,8.6,201,normal
GMC,Terrain AWD,SUV: Small,1.5,4,A9,9.6,8.3,9.0,211,normal
GMC,Yukon,SUV: Standard,3.0,6,A10,11.3,8.6,10.1,272,high
GMC,Yukon,SUV: Standard,5.3,8,A10,14.3,11.8,13.2,309,high
GMC,Yukon (Without Stop-Start),SUV: Standard,5.3,8,A10,15.3,12.0,13.8,325,high
GMC,Yukon 4WD,SUV: Standard,3.0,6,A10,12.0,8.9,10.6,277,high
GMC,Yukon 4WD,SUV: Standard,5.3,8,A10,14.8,11.8,13.5,317,high
GMC,Yukon 4WD (Without Stop-Start),SUV: Standard,5.3,8,A10,15.5,12.0,13.9,327,high
GMC,Yukon 4WD,SUV: Standard,6.2,8,A10,16.8,12.4,14.8,347,high
GMC,Yukon 4WD (Without Stop-Start),SUV: Standard,6.2,8,A10,17.5,12.6,15.3,357,high
GMC,Yukon XL,SUV: Standard,3.0,6,A10,11.3,8.6,10.1,272,high
GMC,Yukon XL,SUV: Standard,5.3,8,A10,14.3,11.8,13.2,309,high
GMC,Yukon XL (Without Stop-Start),SUV: Standard,5.3,8,A10,15.3,12.0,13.8,325,high
GMC,Yukon XL 4WD,SUV: Standard,3.0,6,A10,12.0,8.9,10.6,277,high
GMC,Yukon XL 4WD,SUV: Standard,5.3,8,A10,15.3,12.4,14.0,328,high
GMC,Yukon XL 4WD (Without Stop-Start),SUV: Standard,5.3,8,A10,16.0,12.6,14.5,341,high
GMC,Yukon XL 4WD,SUV: Standard,6.2,8,A10,16.8,12.4,14.8,347,high
GMC,Yukon XL 4WD (Without Stop-Start),SUV: Standard,6.2,8,A10,17.5,12.6,15.3,357,high
Honda,Accord,Full-size,1.5,4,AV,7.8,6.5,7.2,168,normal
Honda,Accord Sport/Touring,Full-size,1.5,4,AV7,8.1,6.8,7.5,176,normal
Honda,Accord Sport/Touring,Full-size,2.0,4,AS10,10.4,7.4,9.1,211,normal
Honda,Accord Hybrid,Full-size,2.0,4,AV,5.0,5.0,5.0,117,normal
Honda,Accord Hybrid Sport/Touring,Full-size,2.0,4,AV,5.3,5.7,5.5,129,normal
Honda,Civic Hatchback,Full-size,1.5,4,M6,8.1,6.4,7.3,171,normal
Honda,Civic Hatchback Sport,Full-size,1.5,4,AV7,8.0,6.6,7.4,172,normal
Honda,Civic Hatchback Sport,Full-size,1.5,4,M6,8.1,6.4,7.3,171,normal
Honda,Civic Sedan,Mid-size,1.5,4,AV7,7.8,6.2,7.1,165,normal
Honda,Civic Sedan,Mid-size,2.0,4,AV,7.9,6.1,7.1,167,normal
Honda,Civic Sedan,Mid-size,2.0,4,AV7,8.2,6.5,7.4,172,normal
Honda,Civic Type R,Full-size,2.0,4,M6,10.5,8.4,9.6,223,normal
Honda,CR-V,SUV: Small,1.5,4,AV,8.3,7.0,7.7,180,normal
Honda,CR-V AWD,SUV: Small,1.5,4,AV,8.7,7.4,8.1,189,normal
Honda,HR-V,Station wagon: Small,1.8,4,AV,8.4,7.0,7.8,181,normal
Honda,HR-V AWD,Station wagon: Small,1.8,4,AV,8.8,7.5,8.2,193,normal
Honda,HR-V AWD,Station wagon: Small,1.8,4,AV7,9.1,7.7,8.5,200,normal
Honda,Insight EX,Mid-size,1.5,4,AV,4.6,5.3,4.9,115,normal
Honda,Insight Touring,Compact,1.5,4,AV,4.6,5.3,4.9,115,normal
Honda,Odyssey,Minivan,3.5,6,AS10,12.2,8.5,10.6,248,normal
Honda,Passport AWD,SUV: Small,3.5,6,AS9,12.5,9.8,11.3,265,high
Honda,Pilot AWD,SUV: Small,3.5,6,AS9,12.4,9.3,11.0,256,high
Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,AS9,12.8,9.9,11.5,271,high
Hyundai,Elantra,Mid-size,1.6,4,AM7,8.4,6.6,7.6,179,normal
Hyundai,Elantra,Mid-size,2.0,4,AV1,7.5,5.7,6.7,157,normal
Hyundai,Elantra (ISG),Mid-size,2.0,4,AV1,7.1,5.5,6.4,152,normal
Hyundai,Elantra,Mid-size,2.0,4,M6,9.1,6.3,7.8,185,normal
Hyundai,Elantra Hybrid Blue,Mid-size,1.6,4,AM6,4.5,4.2,4.4,103,normal
Hyundai,IONIQ,Full-size,1.6,4,AM6,4.3,4.1,4.2,99,normal
Hyundai,IONIQ Blue,Full-size,1.6,4,AM6,4.0,3.9,4.0,94,normal
Hyundai,Kona,SUV: Small,2.0,4,AS6,8.6,7.0,7.9,187,normal
Hyundai,Kona AWD,SUV: Small,1.6,4,AM7,9.0,8.0,8.6,201,normal
Hyundai,Kona AWD,SUV: Small,2.0,4,AS6,9.2,7.8,8.6,202,normal
Hyundai,Palisade,SUV: Standard,3.8,6,AS8,11.9,8.8,10.5,250,normal
Hyundai,Palisade AWD,SUV: Standard,3.8,6,AS8,12.3,9.6,11.1,265,high
Hyundai,Santa Fe,SUV: Small,2.5,4,AS8,9.6,8.5,9.1,214,normal
Hyundai,Santa Fe AWD,SUV: Small,2.5,4,AM8,11.0,8.5,9.9,233,normal
Hyundai,Santa Fe AWD,SUV: Small,2.5,4,AS8,10.6,9.3,10.0,235,normal
Hyundai,Santa Fe Hybrid,SUV: Small,1.6,4,AM6,7.1,7.9,7.4,176,normal
Hyundai,Sonata,Full-size,1.6,4,AS8,8.8,6.4,7.7,182,normal
Hyundai,Sonata,Full-size,2.5,4,AM8,10.1,7.2,8.8,208,normal
Hyundai,Sonata,Full-size,2.5,4,AS8,8.8,6.4,7.7,182,normal
Hyundai,Sonata Hybrid,Full-size,2.0,4,AM6,5.3,4.6,5.0,117,normal
Hyundai,Tucson,SUV: Small,2.0,4,AS6,10.0,7.9,9.1,216,normal
Hyundai,Tucson AWD,SUV: Small,2.0,4,AS6,10.8,9.2,10.1,239,normal
Hyundai,Tucson AWD,SUV: Small,2.4,4,AS6,11.0,9.1,10.1,241,normal
Hyundai,Veloster N,Compact,2.0,4,AM8,12.0,8.6,10.5,248,normal
Hyundai,Veloster N,Compact,2.0,4,M6,10.6,8.3,9.5,226,normal
Hyundai,Venue,Mid-size,1.6,4,AV1,7.9,7.0,7.5,178,normal
Hyundai,Venue,Mid-size,1.6,4,M6,8.6,6.8,7.8,184,normal
Infiniti,Q50 AWD,Mid-size,3.0,6,AS7,12.5,8.7,10.8,254,normal
Infiniti,Q50 AWD Red Sport,Mid-size,3.0,6,AS7,12.5,9.3,11.1,261,high
Infiniti,Q60 AWD,Subcompact,3.0,6,AS7,12.3,8.7,10.7,252,normal
Infiniti,Q60 AWD Red Sport,Subcompact,3.0,6,AS7,12.5,9.2,11.0,259,high
Infiniti,QX50 AWD,SUV: Small,2.0,4,AV8,10.8,8.3,9.7,229,normal
Infiniti,QX80 4WD,SUV: Standard,5.6,8,AS7,17.6,12.2,15.1,356,high
Jaguar,F-TYPE P300 Convertible,Two-seater,2.0,4,AS8,10.2,7.8,9.2,215,normal
Jaguar,F-TYPE P300 Coupe,Two-seater,2.0,4,AS8,10.2,7.8,9.2,215,normal
Jaguar,F-TYPE P380 AWD Convertible,Two-seater,3.0,6,AS8,13.0,9.2,11.3,265,high
Jaguar,F-TYPE P380 AWD Coupe,Two-seater,3.0,6,AS8,13.0,9.2,11.3,265,high
Jaguar,F-TYPE R AWD Convertible,Two-seater,5.0,8,AS8,15.2,9.8,12.7,299,high
Jaguar,F-TYPE R AWD Coupe,Two-seater,5.0,8,AS8,15.2,9.8,12.7,299,high
Jeep,Cherokee,SUV: Small,2.0,4,A9,10.4,7.6,9.1,214,normal
Jeep,Cherokee,SUV: Small,2.4,4,A9,10.8,7.5,9.3,219,normal
Jeep,Cherokee,SUV: Small,3.2,6,A9,11.9,8.2,10.2,240,normal
Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.0,4,A9,11.2,8.0,9.8,229,normal
Jeep,Cherokee 4X4 Active Drive I,SUV: Small,2.4,4,A9,11.2,8.0,9.8,230,normal
Jeep,Cherokee 4X4 Active Drive I,SUV: Small,3.2,6,A9,12.2,8.6,10.6,249,normal
Jeep,Cherokee 4X4 Active Drive II,SUV: Small,2.0,4,A9,11.5,8.6,10.2,240,normal
Jeep,Cherokee 4X4 Active Drive II,SUV: Small,3.2,6,A9,12.8,9.0,11.1,259,high
Jeep,Cherokee 4X4 Active Drive Lock,SUV: Small,3.2,6,A9,12.9,9.7,11.5,268,high
Jeep,Compass,SUV: Small,2.4,4,A6,10.6,7.6,9.3,218,normal
Jeep,Compass 4X4,SUV: Small,2.4,4,A9,10.8,7.8,9.5,222,normal
Jeep,Gladiator 4X4 EcoDiesel,Pickup truck: Standard,3.0,6,A8,10.8,8.5,9.8,263,high
Jeep,Gladiator 4X4 Rubicon EcoDiesel,Pickup truck: Standard,3.0,6,A8,11.0,8.7,10.0,271,high
Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,A8,13.7,10.7,12.3,290,high
Jeep,Gladiator 4X4,Pickup truck: Standard,3.6,6,M6,14.3,10.4,12.6,296,high
Jeep,Grand Cherokee 4X4,SUV: Standard,3.6,6,A8,12.7,9.6,11.3,265,high
Jeep,Grand Cherokee 4X4,SUV: Standard,5.7,8,A8,16.7,10.9,14.1,331,high
Jeep,Grand Cherokee 4X4 SRT,SUV: Standard,6.4,8,A8,18.3,12.6,15.7,368,high
Jeep,Grand Cherokee 4X4 Trackhawk,SUV: Standard,6.2,8,A8,20.9,13.8,17.7,413,high
Jeep,Grand Cherokee L 4X4,SUV: Standard,3.6,6,A8,13.0,9.4,11.3,266,high
Jeep,Grand Cherokee L 4X4,SUV: Standard,5.7,8,A8,16.7,10.9,14.1,331,high
Jeep,Renegade,SUV: Small,1.3,4,A9,9.8,7.4,8.7,204,normal
Jeep,Renegade,SUV: Small,2.4,4,A9,10.8,7.8,9.5,222,normal
Jeep,Renegade 4X4,SUV: Small,1.3,4,A9,10.1,8.1,9.2,222,normal
Jeep,Renegade 4X4 Trailhawk,SUV: Small,1.3,4,A9,10.8,8.7,9.9,231,normal
Jeep,Renegade 4X4,SUV: Small,2.4,4,A9,11.2,8.2,9.8,230,normal
Jeep,Wrangler JL 4X4,SUV: Small,2.0,4,A8,10.7,9.8,10.3,241,normal
Jeep,Wrangler JL 4X4,SUV: Small,3.6,6,A8,12.8,10.4,11.8,274,high
Jeep,Wrangler JL 4X4 eTorque,SUV: Small,3.6,6,A8,12.0,9.8,11.0,258,high
Jeep,Wrangler JL 4X4,SUV: Small,3.6,6,M6,13.7,9.6,11.8,277,high
Jeep,Wrangler JL Unlimited 4X4,SUV: Small,2.0,4,A8,11.5,9.9,10.8,251,normal
Jeep,Wrangler JL Unlimited 4X4 EcoDiesel,SUV: Small,3.0,6,A8,10.6,8.1,9.5,255,high
Jeep,Wrangler JL Unlimited 4X4 Rubicon EcoDiesel,SUV: Small,3.0,6,A8,11.2,9.0,10.2,275,high
Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6,A8,12.9,10.7,11.9,280,high
Jeep,Wrangler JL Unlimited 4X4 eTorque,SUV: Small,3.6,6,A8,12.3,9.9,11.2,262,high
Jeep,Wrangler JL Unlimited 4X4,SUV: Small,3.6,6,M6,13.8,10.1,12.2,285,high
Kia,Forte,Mid-size,1.6,4,AM7,8.7,6.6,7.8,184,normal
Kia,Forte,Mid-size,2.0,4,AV,7.8,5.9,6.9,164,normal
Kia,Forte,Mid-size,2.0,4,M6,8.6,6.4,7.6,180,normal
Kia,Forte 5,Full-size,1.6,4,AM7,8.9,6.9,8.0,190,normal
Kia,Forte 5,Full-size,1.6,4,M6,9.9,7.6,8.8,209,normal
Kia,Forte 5,Full-size,2.0,4,AV,8.0,6.0,7.1,169,normal
Kia,K5,Full-size,2.5,4,AM8,9.9,7.3,8.7,207,normal
Kia,K5 AWD,Full-size,1.6,4,AS8,9.2,6.9,8.2,193,normal
Kia,Niro,Station wagon: Small,1.6,4,AM6,4.4,4.9,4.6,110,normal
Kia,Niro FE,Station wagon: Small,1.6,4,AM6,4.4,4.9,4.6,110,normal
Kia,Niro Touring,Station wagon: Small,1.6,4,AM6,5.0,5.6,5.3,124,normal
Kia,Rio,Compact,1.6,4,AV1,7.2,6.0,6.7,159,normal
Kia,Rio,Compact,1.6,4,M6,7.7,6.1,7.0,166,normal
Kia,Sedona,Minivan,3.3,6,AS8,12.7,10.0,11.5,272,high
Kia,Seltos,SUV: Small,2.0,4,AV8,8.2,7.1,7.7,182,normal
Kia,Seltos AWD,SUV: Small,1.6,4,AM7,9.4,7.9,8.7,205,normal
Kia,Seltos AWD,SUV: Small,2.0,4,AV8,8.8,7.6,8.2,195,normal
Kia,Sorento AWD,SUV: Small,2.5,4,AM8,11.1,8.4,9.9,233,normal
Kia,Sorento AWD,SUV: Small,2.5,4,AS8,10.1,9.2,9.7,227,normal
Kia,Soul,Station wagon: Small,2.0,4,AV,8.5,7.0,7.9,187,normal
Kia,Sportage,SUV: Small,2.4,4,AS6,10.1,7.6,9.0,214,normal
Kia,Sportage AWD,SUV: Small,2.0,4,AS6,12.1,9.6,11.0,261,high
Kia,Sportage AWD,SUV: Small,2.4,4,AS6,10.7,9.0,10.0,237,normal
Kia,Stinger AWD,Mid-size,3.3,6,AS8,13.6,9.6,11.8,279,high
Kia,Telluride AWD,SUV: Small,3.8,6,AS8,12.6,9.7,11.3,265,high
Lamborghini,Aventador Coupe S,Two-seater,6.5,12,AM7,27.9,15.7,22.4,520,high
Lamborghini,Aventador Coupe SVJ,Two-seater,6.5,12,AM7,27.9,15.7,22.4,520,high
Lamborghini,Aventador Roadster S,Two-seater,6.5,12,AM7,27.3,15.9,22.2,515,high
Lamborghini,Aventador Roadster SVJ,Two-seater,6.5,12,AM7,27.3,15.9,22.2,515,high
Lamborghini,Huracan,Two-seater,5.2,10,AM7,18.0,12.9,15.7,370,high
Lamborghini,Huracan AWD,Two-seater,5.2,10,AM7,18.0,12.9,15.7,371,high
Lamborghini,Huracan Spyder,Two-seater,5.2,10,AM7,18.0,12.9,15.7,370,high
Lamborghini,Huracan Spyder AWD,Two-seater,5.2,10,AM7,18.0,12.9,15.7,371,high
Lamborghini,Urus,SUV: Standard,4.0,8,AS8,19.2,14.1,16.9,384,high
Lexus,ES 250 AWD,Mid-size,2.5,4,AS8,9.5,7.0,8.4,197,normal
Lexus,ES 300h,Mid-size,2.5,4,AV6,5.5,5.2,5.3,124,normal
Lexus,ES 350,Mid-size,3.5,6,AS8,10.7,7.2,9.1,213,normal
Lexus,ES 350 F SPORT,Mid-size,3.5,6,AS8,10.9,7.5,9.4,219,normal
Lexus,GX 460,SUV: Standard,4.6,8,AS6,16.2,12.3,14.5,337,high
Lexus,IS 300,Compact,2.0,4,AS8,11.0,7.6,9.5,221,normal
Lexus,IS 300 AWD,Compact,3.5,6,AS6,12.2,9.0,10.8,253,normal
Lexus,IS 350 AWD,Compact,3.5,6,AS6,12.2,9.0,10.8,253,normal
Lexus,LC 500,Subcompact,5.0,8,AS10,15.1,9.6,12.6,294,high
Lexus,LC 500 Convertible,Minicompact,5.0,8,AS10,16.0,9.5,13.0,304,high
Lexus,LC 500h,Subcompact,3.5,6,AV10,9.0,7.1,8.1,189,normal
Lexus,LS 500 AWD,Mid-size,3.5,6,AS10,13.8,8.7,11.1,269,high
Lexus,LS 500h AWD,Mid-size,3.5,6,AV10,10.1,8.1,9.2,213,normal
Lexus,LX 570,SUV: Standard,5.7,8,AS8,19.2,14.3,16.9,395,high
Lexus,NX 300 AWD,SUV: Small,2.0,4,AS6,10.7,8.5,9.7,226,normal
Lexus,NX 300 AWD F SPORT,SUV: Small,2.0,4,AS6,10.8,8.9,9.9,232,normal
Lexus,NX 300h AWD,SUV: Small,2.5,4,AV6,7.2,7.9,7.5,175,normal
Lexus,RC 300 AWD,Subcompact,3.5,6,AS6,12.2,9.0,10.8,253,normal
Lexus,RC 350 AWD,Subcompact,3.5,6,AS6,12.2,9.0,10.8,253,normal
Lexus,RC F,Subcompact,5.0,8,AS8,14.4,9.6,12.2,285,high
Lexus,RX 350 AWD,SUV: Small,3.5,6,AS8,12.2,9.0,10.8,252,normal
Lexus,RX 350 L AWD,SUV: Small,3.5,6,AS8,13.1,9.4,11.1,268,high
Lexus,RX 450h AWD,SUV: Standard,3.5,6,AV6,7.5,8.4,7.9,185,normal
Lexus,RX 450h L AWD,SUV: Standard,3.5,6,AV6,8.1,8.4,8.1,190,normal
Lexus,UX 200,Mid-size,2.0,4,AS10,8.0,6.3,7.2,168,normal
Lexus,UX 250h,Compact,2.0,4,AV6,5.5,5.7,5.6,130,normal
Lexus,UX 250h AWD,Compact,2.0,4,AV6,5.7,6.2,6.0,140,normal
Lincoln,Aviator AWD,SUV: Standard,3.0,6,AS10,13.7,9.7,11.9,280,high
Lincoln,Corsair AWD,SUV: Small,2.0,4,AS8,11.1,8.1,9.8,229,normal
Lincoln,Corsair AWD,SUV: Small,2.3,4,AS8,11.1,8.3,9.9,232,normal
Lincoln,Nautilus AWD,SUV: Small,2.0,4,A8,12.0,9.6,10.7,252,normal
Lincoln,Nautilus AWD,SUV: Small,2.0,4,AS8,12.0,9.6,10.7,252,normal
Lincoln,Nautilus AWD,SUV: Small,2.7,6,AS8,12.6,9.3,11.1,262,high
Lincoln,Navigator 4X4,SUV: Standard,3.5,6,AS10,15.0,11.5,13.5,316,high
Maserati,Ghibli,Mid-size,3.0,6,AS8,13.8,9.5,11.9,277,high
Maserati,Ghibli S,Mid-size,3.0,6,AS8,13.8,9.5,11.9,277,high
Maserati,Ghibli S Q4,Mid-size,3.0,6,AS8,14.8,9.8,12.6,293,high
Maserati,Ghibli Trofeo,Mid-size,3.8,8,AS8,17.4,11.9,14.9,348,high
Maserati,Levante,SUV: Standard,3.0,6,AS8,15.1,10.9,13.2,308,high
Maserati,Levante S,SUV: Standard,3.0,6,AS8,15.1,10.9,13.2,308,high
Maserati,Levante GTS,SUV: Standard,3.8,8,AS8,17.4,12.0,15.0,349,high
Maserati,Levante Trofeo,SUV: Standard,3.8,8,AS8,17.4,12.0,15.0,349,high
Maserati,Quattroporte S,Full-size,3.0,6,AS8,14.6,9.9,12.5,291,high
Maserati,Quattroporte S Q4,Full-size,3.0,6,AS8,14.8,9.8,12.6,293,high
Maserati,Quattroporte Trofeo,Full-size,3.8,8,AS8,17.4,11.9,14.9,348,high
Mazda,CX-3,Compact,2.0,4,AS6,8.3,6.9,7.7,179,normal
Mazda,CX-3 (SIL),Compact,2.0,4,M6,8.8,7.0,8.0,186,normal
Mazda,CX-3 4WD,Compact,2.0,4,AS6,8.6,7.4,8.1,189,normal
Mazda,CX-30,SUV: Small,2.0,4,AS6,8.9,7.1,8.1,189,normal
Mazda,CX-30,SUV: Small,2.5,4,AS6,9.3,7.1,8.3,194,normal
Mazda,CX-30 4WD,SUV: Small,2.0,4,AS6,9.4,7.7,8.6,202,normal
Mazda,CX-30 4WD,SUV: Small,2.5,4,AS6,9.9,7.7,8.9,208,normal
Mazda,CX-30 Turbo 4WD,SUV: Small,2.5,4,AS6,10.5,7.9,9.3,220,normal
Mazda,CX-5,SUV: Small,2.5,4,AS6,9.7,7.8,8.8,206,normal
Mazda,CX-5 (Cylinder Deactivation),SUV: Small,2.5,4,AS6,9.3,7.6,8.5,201,normal
Mazda,CX-5 4WD,SUV: Small,2.5,4,AS6,10.2,8.2,9.3,217,normal
Mazda,CX-5 4WD (Cylinder Deactivation),SUV: Small,2.5,4,AS6,9.8,7.9,9.0,209,normal
Mazda,CX-5 Turbo 4WD,SUV: Small,2.5,4,AS6,10.8,8.7,9.8,230,normal
Mazda,CX-9 4WD,SUV: Small,2.5,4,AS6,11.6,9.1,10.5,244,normal
Mazda,Mazda3 4-Door,Compact,2.0,4,AS6,8.4,6.6,7.6,178,normal
Mazda,Mazda3 4-Door (SIL),Compact,2.0,4,M6,8.7,6.4,7.7,180,normal
Mazda,Mazda3 4-Door,Compact,2.5,4,AS6,8.9,6.5,7.8,184,normal
